ALAMANCE    	 11/05/2002	       	 absentee/provisional                         	 CT OF APPEALS JUDGE (BIGGS)   	 Loretta C. Biggs              	 DEM	  1494	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LP    	 LAUREL PARK                                  	 CT OF APPEALS JUDGE (THOMAS)  	 Bill Constangy                	 REP	   419	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LP    	 LAUREL PARK                                  	 CT OF APPEALS JUDGE (THOMAS)  	 Martha Geer                   	 DEM	   260	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LP    	 LAUREL PARK                                  	 CT OF APPEALS JUDGE (WALKER)  	 George R. Barrett             	 DEM	   237	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LP    	 LAUREL PARK                                  	 CT OF APPEALS JUDGE (WALKER)  	 Rick Elmore                   	 REP	   439	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LP    	 LAUREL PARK                                  	 D CT JUDGE(29) (BRIDGES)      	 Laura J. (Suzy) Bridges       	    	   315	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LP    	 LAUREL PARK                                  	 D CT JUDGE(29) (BRIDGES)      	 Richard N. Adams              	    	   193	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LP    	 LAUREL PARK                                  	 D CT JUDGE(29) (POOL)         	 Deborah Burgin                	    	   210	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LP    	 LAUREL PARK                                  	 D CT JUDGE(29) (POOL)         	 Randy Pool                    	    	   357	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LP    	 LAUREL PARK                                  	 DISTRICT ATTORNEY (29)        	 Jeff Hunt                     	 REP	   557	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LP    	 LAUREL PARK                                  	 NC HOUSE (117)                	 Brian Barber                  	 LIB	    78	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LP    	 LAUREL PARK                                  	 NC HOUSE (117)                	 Larry T. Justus               	 REP	   550	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LP    	 LAUREL PARK                                  	 NC SENATE  (48)               	 Robert Cogburn Burris         	 DEM	   182	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LP    	 LAUREL PARK                                  	 NC SENATE  (48)               	 Tom Apodaca                   	 REP	   577	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LP    	 LAUREL PARK                                  	 SUPREME COURT (BUTTERFIELD)   	 Edward Thomas Brady           	 REP	   445	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LP    	 LAUREL PARK                                  	 SUPREME COURT (BUTTERFIELD)   	 G. K. Butterfield             	 DEM	   239	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LP    	 LAUREL PARK                                  	 SUPREME COURT (ORR)           	 Bob Hunter                    	 DEM	   215	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LP    	 LAUREL PARK                                  	 SUPREME COURT (ORR)           	 Robert F. (Bob) Orr           	 REP	   499	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LP    	 LAUREL PARK                                  	 US HOUSE (11TH DISTRICT)      	 Charles H. Taylor             	 REP	   425	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LP    	 LAUREL PARK                                  	 US HOUSE (11TH DISTRICT)      	 Eric Henry                    	 LIB	    12	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LP    	 LAUREL PARK                                  	 US HOUSE (11TH DISTRICT)      	 Sam Neill                     	 DEM	   302	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LP    	 LAUREL PARK                                  	 US SENATE                     	 Elizabeth H. Dole             	 REP	   491	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LP    	 LAUREL PARK                                  	 US SENATE                     	 Erskine B. Bowles             	 DEM	   296	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LP    	 LAUREL PARK                                  	 US SENATE                     	 Paul G. DeLaney  (Write In)   	    	     1	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LP    	 LAUREL PARK                                  	 US SENATE                     	 Sean Haugh                    	 LIB	     6	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 MG    	 MOORES GROVE                                 	 CT OF APPEALS JUDGE (BIGGS)   	 Loretta C. Biggs              	 DEM	   139	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 MG    	 MOORES GROVE                                 	 CT OF APPEALS JUDGE (BIGGS)   	 Sanford L. Steelman, Jr.      	 REP	   203	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 MG    	 MOORES GROVE                                 	 CT OF APPEALS JUDGE (BRYANT)  	 Ann Marie Calabria            	 REP	   211	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 MG    	 MOORES GROVE                                 	 CT OF APPEALS JUDGE (BRYANT)  	 Wanda G. Bryant               	 DEM	   133	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 MG    	 MOORES GROVE                                 	 CT OF APPEALS JUDGE (CAMPBELL)	 Eric Levinson                 	 REP	   211	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 MG    	 MOORES GROVE                                 	 CT OF APPEALS JUDGE (CAMPBELL)	 Hugh Brown Campbell, Jr.      	 DEM	   134	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 MG    	 MOORES GROVE                                 	 CT OF APPEALS JUDGE (THOMAS)  	 Bill Constangy                	 REP	   206	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 MG    	 MOORES GROVE                                 	 CT OF APPEALS JUDGE (THOMAS)  	 Martha Geer                   	 DEM	   135	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 MG    	 MOORES GROVE                                 	 CT OF APPEALS JUDGE (WALKER)  	 George R. Barrett             	 DEM	   134	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 MG    	 MOORES GROVE                                 	 CT OF APPEALS JUDGE (WALKER)  	 Rick Elmore                   	 REP	   212	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 MG    	 MOORES GROVE                                 	 D CT JUDGE(29) (BRIDGES)      	 Laura J. (Suzy) Bridges       	    	   153	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 MG    	 MOORES GROVE                                 	 D CT JUDGE(29) (BRIDGES)      	 Richard N. Adams              	    	   110	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 MG    	 MOORES GROVE                                 	 D CT JUDGE(29) (POOL)         	 Deborah Burgin                	    	   150	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 MG    	 MOORES GROVE                                 	 D CT JUDGE(29) (POOL)         	 Randy Pool                    	    	   123	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 MG    	 MOORES GROVE                                 	 DISTRICT ATTORNEY (29)        	 Jeff Hunt                     	 REP	   278	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 MG    	 MOORES GROVE                                 	 NC HOUSE (117)                	 Brian Barber                  	 LIB	    45	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 MG    	 MOORES GROVE                                 	 NC HOUSE (117)                	 Larry T. Justus               	 REP	   270	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 MG    	 MOORES GROVE                                 	 NC SENATE  (48)               	 Robert Cogburn Burris         	 DEM	   116	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 MG    	 MOORES GROVE                                 	 NC SENATE  (48)               	 Tom Apodaca                   	 REP	   248	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 MG    	 MOORES GROVE                                 	 SUPREME COURT (BUTTERFIELD)   	 Edward Thomas Brady           	 REP	   227	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 MG    	 MOORES GROVE                                 	 SUPREME COURT (BUTTERFIELD)   	 G. K. Butterfield             	 DEM	   122	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 MG    	 MOORES GROVE                                 	 SUPREME COURT (ORR)           	 Bob Hunter                    	 DEM	   112	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 MG    	 MOORES GROVE                                 	 SUPREME COURT (ORR)           	 Robert F. (Bob) Orr           	 REP	   245	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 MG    	 MOORES GROVE                                 	 US HOUSE (11TH DISTRICT)      	 Charles H. Taylor             	 REP	   217	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 MG    	 MOORES GROVE                                 	 US HOUSE (11TH DISTRICT)      	 Eric Henry                    	 LIB	     9	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 MG    	 MOORES GROVE                                 	 US HOUSE (11TH DISTRICT)      	 Sam Neill                     	 DEM	   148	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 MG    	 MOORES GROVE                                 	 US SENATE                     	 Elizabeth H. Dole             	 REP	   225	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 MG    	 MOORES GROVE                                 	 US SENATE                     	 Erskine B. Bowles             	 DEM	   153	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 MG    	 MOORES GROVE                                 	 US SENATE                     	 Paul G. DeLaney  (Write In)   	    	     0	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 MG    	 MOORES GROVE                                 	 US SENATE                     	 Sean Haugh                    	 LIB	     3	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 NB    	 NORTH BLUE RIDGE                             	 CT OF APPEALS JUDGE (BIGGS)   	 Loretta C. Biggs              	 DEM	   287	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 NB    	 NORTH BLUE RIDGE                             	 CT OF APPEALS JUDGE (BIGGS)   	 Sanford L. Steelman, Jr.      	 REP	   583	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 NB    	 NORTH BLUE RIDGE                             	 CT OF APPEALS JUDGE (BRYANT)  	 Ann Marie Calabria            	 REP	   603	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 NB    	 NORTH BLUE RIDGE                             	 CT OF APPEALS JUDGE (BRYANT)  	 Wanda G. Bryant               	 DEM	   274	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 NB    	 NORTH BLUE RIDGE                             	 CT OF APPEALS JUDGE (CAMPBELL)	 Eric Levinson                 	 REP	   603	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 NB    	 NORTH BLUE RIDGE                             	 CT OF APPEALS JUDGE (CAMPBELL)	 Hugh Brown Campbell, Jr.      	 DEM	   243	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 NB    	 NORTH BLUE RIDGE                             	 CT OF APPEALS JUDGE (THOMAS)  	 Bill Constangy                	 REP	   568	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 NB    	 NORTH BLUE RIDGE                             	 CT OF APPEALS JUDGE (THOMAS)  	 Martha Geer                   	 DEM	   298	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 NB    	 NORTH BLUE RIDGE                             	 CT OF APPEALS JUDGE (WALKER)  	 George R. Barrett             	 DEM	   262	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 NB    	 NORTH BLUE RIDGE                             	 CT OF APPEALS JUDGE (WALKER)  	 Rick Elmore                   	 REP	   600	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 NB    	 NORTH BLUE RIDGE                             	 D CT JUDGE(29) (BRIDGES)      	 Laura J. (Suzy) Bridges       	    	   388	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 NB    	 NORTH BLUE RIDGE                             	 D CT JUDGE(29) (BRIDGES)      	 Richard N. Adams              	    	   268	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 NB    	 NORTH BLUE RIDGE                             	 D CT JUDGE(29) (POOL)         	 Deborah Burgin                	    	   397	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 NB    	 NORTH BLUE RIDGE                             	 D CT JUDGE(29) (POOL)         	 Randy Pool                    	    	   319	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 NB    	 NORTH BLUE RIDGE                             	 DISTRICT ATTORNEY (29)        	 Jeff Hunt                     	 REP	   722	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 NB    	 NORTH BLUE RIDGE                             	 NC HOUSE (117)                	 Brian Barber                  	 LIB	    81	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 NB    	 NORTH BLUE RIDGE                             	 NC HOUSE (117)                	 Larry T. Justus               	 REP	   740	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 NB    	 NORTH BLUE RIDGE                             	 NC SENATE  (48)               	 Robert Cogburn Burris         	 DEM	   281	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 NB    	 NORTH BLUE RIDGE                             	 NC SENATE  (48)               	 Tom Apodaca                   	 REP	   642	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 NB    	 NORTH BLUE RIDGE                             	 SUPREME COURT (BUTTERFIELD)   	 Edward Thomas Brady           	 REP	   614	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 NB    	 NORTH BLUE RIDGE                             	 SUPREME COURT (BUTTERFIELD)   	 G. K. Butterfield             	 DEM	   250	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 NB    	 NORTH BLUE RIDGE                             	 SUPREME COURT (ORR)           	 Bob Hunter                    	 DEM	   245	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 NB    	 NORTH BLUE RIDGE                             	 SUPREME COURT (ORR)           	 Robert F. (Bob) Orr           	 REP	   652	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 NB    	 NORTH BLUE RIDGE                             	 US HOUSE (11TH DISTRICT)      	 Charles H. Taylor             	 REP	   627	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 NB    	 NORTH BLUE RIDGE                             	 US HOUSE (11TH DISTRICT)      	 Eric Henry                    	 LIB	    12	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 NB    	 NORTH BLUE RIDGE                             	 US HOUSE (11TH DISTRICT)      	 Sam Neill                     	 DEM	   304	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 NB    	 NORTH BLUE RIDGE                             	 US SENATE                     	 Elizabeth H. Dole             	 REP	   627	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 NB    	 NORTH BLUE RIDGE                             	 US SENATE                     	 Erskine B. Bowles             	 DEM	   332	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 NB    	 NORTH BLUE RIDGE                             	 US SENATE                     	 Paul G. DeLaney  (Write In)   	    	     0	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 NB    	 NORTH BLUE RIDGE                             	 US SENATE                     	 Sean Haugh                    	 LIB	    13	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 NE    	 NORTHEAST                                    	 CT OF APPEALS JUDGE (BIGGS)   	 Loretta C. Biggs              	 DEM	   206	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 NE    	 NORTHEAST                                    	 CT OF APPEALS JUDGE (BIGGS)   	 Sanford L. Steelman, Jr.      	 REP	   339	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 NE    	 NORTHEAST                                    	 CT OF APPEALS JUDGE (BRYANT)  	 Ann Marie Calabria            	 REP	   344	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 NE    	 NORTHEAST                                    	 CT OF APPEALS JUDGE (BRYANT)  	 Wanda G. Bryant               	 DEM	   197	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 NE    	 NORTHEAST                                    	 CT OF APPEALS JUDGE (CAMPBELL)	 Eric Levinson                 	 REP	   344	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 NE    	 NORTHEAST                                    	 CT OF APPEALS JUDGE (CAMPBELL)	 Hugh Brown Campbell, Jr.      	 DEM	   196	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 NE    	 NORTHEAST                                    	 CT OF APPEALS JUDGE (THOMAS)  	 Bill Constangy                	 REP	   330	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 NE    	 NORTHEAST                                    	 CT OF APPEALS JUDGE (THOMAS)  	 Martha Geer                   	 DEM	   212	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 NE    	 NORTHEAST                                    	 CT OF APPEALS JUDGE (WALKER)  	 George R. Barrett             	 DEM	   198	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 NE    	 NORTHEAST                                    	 CT OF APPEALS JUDGE (WALKER)  	 Rick Elmore                   	 REP	   342	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 NE    	 NORTHEAST                                    	 D CT JUDGE(29) (BRIDGES)      	 Laura J. (Suzy) Bridges       	    	   236	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 NE    	 NORTHEAST                                    	 D CT JUDGE(29) (BRIDGES)      	 Richard N. Adams              	    	   187	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 NE    	 NORTHEAST                                    	 D CT JUDGE(29) (POOL)         	 Deborah Burgin                	    	   233	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 NE    	 NORTHEAST                                    	 D CT JUDGE(29) (POOL)         	 Randy Pool                    	    	   209	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 NE    	 NORTHEAST                                    	 DISTRICT ATTORNEY (29)        	 Jeff Hunt                     	 REP	   418	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 NE    	 NORTHEAST                                    	 NC HOUSE (117)                	 Brian Barber                  	 LIB	    51	 2002-11-20 13:31:36.310
